Tangra v3.8.0.0
Measurments of 3 objects
F:\Archives 2\Astrophoto\Photométrie\Occultations\2025-07-26 (712) Boliviana occults UCAC4 471-125518\PPS\Light\2025-07-26-0158_3-PPS.ser
UntrackedMeasurement Video (SER.8), Time: Timestamp Saving During Recording (SerEmbeddedUtcTime)


Reversed Gamma, Colour, Measured Band, Integration, Digital Filter, Signal Method, Background Method, Instrumental Delay Corrections, Camera, AAV Integration, First Frame, Last Frame, Reversed Camera Response, Video File Format, Acquisition Delay (ms)
1,00,no,Red,no,NoFilter,AperturePhotometry,AverageBackground,Not Required,TimeBox,,0,2993,,SER,0,0

Object, Type, Aperture, Tolerance, FWHM, Measured, StartingX, StartingY, Fixed
1,OccultedStar,17,23,2,00,NaN,yes,483,0,25,0,no
2,ComparisonStar,17,23,,NaN,yes,486,0,353,0,no
3,ComparisonStar,17,23,,NaN,yes,493,0,737,0,no


FrameNo,Time (UT),Signal (1), Background (1),Signal (2), Background (2),Signal (3), Background (3)
2258,[01:58:49.318],675.00,519.00,658.00,688.00,691.00,564.00
2259,[01:58:49.358],688.00,578.00,677.00,678.00,683.00,578.00
2260,[01:58:49.398],687.00,578.00,686.00,684.00,669.00,562.00
2261,[01:58:49.438],688.00,673.00,663.00,697.00,694.00,561.00
2262,[01:58:49.478],691.00,578.00,694.00,678.00,696.00,578.00
2263,[01:58:49.518],692.00,578.00,689.00,687.00,657.00,578.00
2264,[01:58:49.558],665.00,578.00,692.00,679.00,671.00,578.00
2265,[01:58:49.598],681.00,558.00,670.00,694.00,692.00,564.00
2266,[01:58:49.638],689.00,521.00,694.00,690.00,682.00,564.00
2267,[01:58:49.679],687.00,578.00,682.00,683.00,671.00,550.00
2268,[01:58:49.718],667.00,520.00,681.00,684.00,688.00,569.00
2269,[01:58:49.759],690.00,578.00,677.00,687.00,687.00,578.00
2270,[01:58:49.799],674.00,578.00,683.00,686.00,679.00,572.00
2271,[01:58:49.839],694.00,524.00,673.00,675.00,689.00,578.00
2272,[01:58:49.879],682.00,578.00,682.00,669.00,697.00,578.00
2273,[01:58:49.919],700.00,530.00,692.00,682.00,684.00,556.00
2274,[01:58:49.959],685.00,578.00,702.00,683.00,699.00,578.00
2275,[01:58:49.999],692.00,525.00,3067.0,3045.0,9308.0,7658.0
2276,[01:58:50.039],46810,36185,49276,49230,48344,40032
2277,[01:58:50.080],49932,38180,49210,49172,48361,39878
2278,[01:58:50.120],28134,21501,22501,22369,15607,12989
2279,[01:58:50.160],679.00,578.00,689.00,691.00,686.00,578.00
2280,[01:58:50.200],696.00,578.00,690.00,700.00,686.00,578.00
2281,[01:58:50.240],691.00,578.00,681.00,680.00,688.00,578.00
2282,[01:58:50.280],688.00,523.00,683.00,690.00,694.00,578.00
2283,[01:58:50.320],688.00,578.00,681.00,683.00,681.00,564.00
2284,[01:58:50.361],675.00,578.00,681.00,672.00,676.00,560.00
2285,[01:58:50.400],696.00,578.00,688.00,674.00,676.00,563.00
2286,[01:58:50.440],688.00,528.00,682.00,677.00,692.00,578.00
2287,[01:58:50.481],700.00,578.00,676.00,694.00,669.00,578.00
2288,[01:58:50.521],681.00,578.00,690.00,689.00,681.00,578.00
2289,[01:58:50.562],675.00,578.00,678.00,677.00,660.00,578.00
2290,[01:58:50.601],689.00,578.00,668.00,688.00,695.00,578.00
2291,[01:58:50.641],688.00,578.00,682.00,683.00,694.00,564.00
2292,[01:58:50.681],698.00,533.00,685.00,690.00,687.00,564.00
2293,[01:58:50.721],688.00,578.00,699.00,679.00,698.00,560.00
2294,[01:58:50.761],687.00,578.00,699.00,680.00,684.00,578.00
2295,[01:58:50.802],687.00,578.00,676.00,683.00,676.00,578.00
2296,[01:58:50.841],679.00,578.00,696.00,686.00,685.00,578.00
2297,[01:58:50.882],682.00,531.00,676.00,681.00,696.00,559.00
2298,[01:58:50.922],676.00,524.00,683.00,682.00,682.00,578.00
2299,[01:58:50.962],679.00,529.00,698.00,689.00,682.00,578.00
2300,[01:58:51.002],902.00,867.00,6404.0,6385.0,12630,10339
2301,[01:58:51.042],49863,38311,49287,49470,48335,40224
2302,[01:58:51.082],49910,38178,49075,49242,48403,48715
2303,[01:58:51.122],23595,18119,17831,17735,11223,11306
2304,[01:58:51.162],686.00,578.00,691.00,689.00,697.00,578.00
2305,[01:58:51.203],686.00,530.00,679.00,692.00,677.00,578.00
2306,[01:58:51.243],679.00,532.00,681.00,695.00,679.00,564.00
2307,[01:58:51.283],692.00,532.00,679.00,689.00,679.00,574.00
2308,[01:58:51.323],700.00,578.00,691.00,683.00,693.00,578.00
2309,[01:58:51.364],674.00,578.00,688.00,696.00,681.00,562.00
2310,[01:58:51.403],684.00,578.00,698.00,682.00,688.00,566.00
2311,[01:58:51.443],695.00,528.00,692.00,688.00,676.00,578.00
2312,[01:58:51.484],681.00,578.00,704.00,688.00,686.00,562.00
2313,[01:58:51.523],697.00,524.00,673.00,673.00,669.00,556.00
2314,[01:58:51.564],694.00,578.00,677.00,679.00,688.00,567.00
2315,[01:58:51.604],679.00,537.00,666.00,673.00,687.00,578.00
2316,[01:58:51.644],680.00,578.00,690.00,691.00,690.00,556.00
2317,[01:58:51.684],682.00,578.00,687.00,673.00,671.00,566.00
2318,[01:58:51.724],677.00,578.00,681.00,683.00,701.00,578.00
2319,[01:58:51.764],677.00,578.00,695.00,680.00,688.00,574.00
2320,[01:58:51.804],689.00,529.00,709.00,671.00,696.00,578.00
2321,[01:58:51.845],671.00,578.00,688.00,688.00,694.00,554.00
2322,[01:58:51.884],697.00,524.00,687.00,688.00,688.00,561.00
2323,[01:58:51.924],699.00,528.00,678.00,688.00,688.00,578.00
2324,[01:58:51.965],690.00,530.00,679.00,702.00,684.00,577.00
2325,[01:58:52.005],4290.0,4383.0,9717.0,9698.0,15998,13093
2326,[01:58:52.045],49950,38292,49187,49217,48335,48535
2327,[01:58:52.085],49754,38262,49105,49151,48371,39899
2328,[01:58:52.125],21517,16420,15798,15782,9190.0,9102.0
2329,[01:58:52.165],693.00,578.00,692.00,694.00,693.00,578.00
2330,[01:58:52.205],688.00,665.00,684.00,692.00,682.00,578.00
2331,[01:58:52.245],692.00,578.00,679.00,683.00,680.00,578.00
2332,[01:58:52.286],675.00,578.00,686.00,681.00,685.00,578.00
2333,[01:58:52.326],703.00,516.00,695.00,686.00,687.00,578.00
2334,[01:58:52.366],681.00,578.00,698.00,687.00,672.00,559.00
2335,[01:58:52.406],680.00,578.00,686.00,695.00,692.00,562.00
2336,[01:58:52.446],676.00,578.00,679.00,687.00,681.00,556.00
2337,[01:58:52.486],690.00,537.00,686.00,693.00,687.00,564.00
2338,[01:58:52.527],698.00,535.00,691.00,680.00,693.00,578.00
2339,[01:58:52.567],697.00,530.00,688.00,682.00,696.00,578.00
2340,[01:58:52.606],661.00,519.00,685.00,683.00,690.00,578.00
2341,[01:58:52.646],688.00,578.00,691.00,700.00,690.00,578.00
2342,[01:58:52.687],690.00,531.00,681.00,690.00,689.00,578.00
2343,[01:58:52.727],697.00,578.00,685.00,682.00,687.00,578.00
2344,[01:58:52.767],687.00,578.00,687.00,680.00,705.00,578.00
2345,[01:58:52.807],684.00,531.00,687.00,690.00,680.00,557.00
2346,[01:58:52.847],681.00,578.00,683.00,679.00,686.00,578.00
2347,[01:58:52.887],691.00,578.00,681.00,681.00,684.00,578.00
2348,[01:58:52.927],678.00,530.00,691.00,677.00,688.00,578.00
2349,[01:58:52.968],687.00,578.00,679.00,693.00,683.00,578.00
2350,[01:58:53.008],7576.0,5975.0,13018,13005,19231,15789
2351,[01:58:53.047],49834,38270,49210,49285,48459,40036
2352,[01:58:53.087],49703,38213,49187,49255,48438,39999
2353,[01:58:53.128],16986,12937,11251,11266,4749.0,4914.0
2354,[01:58:53.169],683.00,533.00,680.00,686.00,684.00,556.00
2355,[01:58:53.208],692.00,532.00,671.00,676.00,699.00,578.00
2356,[01:58:53.248],697.00,578.00,689.00,701.00,697.00,578.00
2357,[01:58:53.288],673.00,578.00,681.00,687.00,679.00,563.00
2358,[01:58:53.328],686.00,668.00,686.00,692.00,688.00,578.00
2359,[01:58:53.368],660.00,526.00,706.00,690.00,696.00,578.00
2360,[01:58:53.409],686.00,578.00,679.00,694.00,677.00,578.00
2361,[01:58:53.449],670.00,524.00,687.00,697.00,675.00,578.00
2362,[01:58:53.489],698.00,578.00,683.00,678.00,707.00,578.00
2363,[01:58:53.530],683.00,534.00,681.00,679.00,690.00,578.00
2364,[01:58:53.569],685.00,578.00,673.00,677.00,688.00,553.00
2365,[01:58:53.610],684.00,578.00,676.00,684.00,693.00,557.00
2366,[01:58:53.650],700.00,578.00,673.00,688.00,684.00,578.00
2367,[01:58:53.689],680.00,578.00,668.00,683.00,680.00,578.00
2368,[01:58:53.730],692.00,578.00,677.00,666.00,684.00,558.00
2369,[01:58:53.769],694.00,523.00,708.00,680.00,683.00,578.00
2370,[01:58:53.810],699.00,578.00,672.00,673.00,681.00,578.00
2371,[01:58:53.850],690.00,519.00,692.00,679.00,695.00,578.00
2372,[01:58:53.890],700.00,531.00,676.00,667.00,672.00,570.00
2373,[01:58:53.931],685.00,525.00,688.00,688.00,689.00,578.00
2374,[01:58:53.970],692.00,664.00,702.00,700.00,697.00,578.00
2375,[01:58:54.010],11014,8607.0,16333,16316,22507,18429
2376,[01:58:54.051],49763,38322,49307,49248,48541,40021
2377,[01:58:54.090],49847,38264,49148,49123,48431,39900
2378,[01:58:54.131],14895,11382,9258.0,9248.0,2804.0,2608.0
2379,[01:58:54.171],685.00,578.00,680.00,682.00,684.00,560.00
2380,[01:58:54.211],692.00,578.00,684.00,686.00,700.00,578.00
2381,[01:58:54.251],674.00,578.00,700.00,686.00,680.00,578.00
2382,[01:58:54.291],679.00,578.00,685.00,694.00,695.00,578.00
2383,[01:58:54.331],685.00,522.00,676.00,699.00,687.00,578.00
2384,[01:58:54.371],686.00,578.00,691.00,693.00,683.00,578.00
2385,[01:58:54.412],686.00,578.00,682.00,686.00,668.00,578.00
2386,[01:58:54.452],703.00,578.00,689.00,677.00,671.00,578.00
2387,[01:58:54.492],708.00,578.00,674.00,680.00,678.00,566.00
2388,[01:58:54.532],689.00,529.00,675.00,670.00,675.00,547.00
2389,[01:58:54.572],701.00,532.00,671.00,676.00,694.00,578.00
2390,[01:58:54.612],687.00,578.00,695.00,679.00,688.00,568.00
2391,[01:58:54.653],684.00,578.00,687.00,666.00,682.00,578.00
2392,[01:58:54.692],684.00,578.00,675.00,682.00,706.00,578.00
2393,[01:58:54.733],688.00,578.00,707.00,702.00,673.00,578.00
2394,[01:58:54.772],675.00,578.00,675.00,687.00,679.00,578.00
2395,[01:58:54.812],685.00,578.00,673.00,696.00,680.00,578.00
2396,[01:58:54.852],673.00,518.00,684.00,695.00,702.00,564.00
2397,[01:58:54.893],666.00,578.00,673.00,676.00,686.00,578.00
2398,[01:58:54.933],688.00,524.00,682.00,690.00,684.00,560.00
2399,[01:58:54.973],691.00,532.00,684.00,686.00,704.00,578.00
2400,[01:58:55.013],14213,11113,19639,19711,25755,25655
2401,[01:58:55.053],49867,38416,49168,49270,48465,39946
2402,[01:58:55.093],49735,38296,49259,49119,47573,39315
2403,[01:58:55.134],11565,8817.0,5987.0,6009.0,684.00,559.00
2404,[01:58:55.174],668.00,530.00,684.00,689.00,692.00,568.00
2405,[01:58:55.213],687.00,672.00,674.00,681.00,683.00,578.00
2406,[01:58:55.254],685.00,534.00,685.00,683.00,666.00,578.00
2407,[01:58:55.294],672.00,578.00,685.00,689.00,687.00,578.00
2408,[01:58:55.335],681.00,578.00,693.00,689.00,678.00,556.00
2409,[01:58:55.374],689.00,578.00,697.00,675.00,699.00,568.00
2410,[01:58:55.415],672.00,578.00,686.00,693.00,685.00,555.00
2411,[01:58:55.454],679.00,530.00,686.00,685.00,680.00,578.00
2412,[01:58:55.494],683.00,531.00,694.00,693.00,678.00,578.00
2413,[01:58:55.534],688.00,668.00,686.00,677.00,676.00,578.00
2414,[01:58:55.575],691.00,516.00,691.00,679.00,679.00,578.00
2415,[01:58:55.615],690.00,528.00,678.00,688.00,675.00,578.00
2416,[01:58:55.655],688.00,534.00,681.00,689.00,691.00,553.00
2417,[01:58:55.695],686.00,535.00,685.00,694.00,690.00,551.00
2418,[01:58:55.735],655.00,527.00,678.00,687.00,686.00,578.00
2419,[01:58:55.775],680.00,515.00,672.00,675.00,686.00,578.00
2420,[01:58:55.815],670.00,665.00,694.00,685.00,676.00,558.00
2421,[01:58:55.855],678.00,578.00,687.00,680.00,704.00,552.00
2422,[01:58:55.896],667.00,578.00,702.00,677.00,674.00,578.00
2423,[01:58:55.936],685.00,671.00,663.00,701.00,698.00,562.00
2424,[01:58:55.976],671.00,578.00,689.00,696.00,687.00,558.00
2425,[01:58:56.016],17842,13761,22980,22996,29120,23802
2426,[01:58:56.056],49736,38346,49356,49166,48407,39993
2427,[01:58:56.096],49814,38249,49279,49132,44156,36649
2428,[01:58:56.136],8374.0,6276.0,2748.0,2782.0,673.00,554.00
2429,[01:58:56.176],681.00,537.00,679.00,679.00,672.00,578.00
2430,[01:58:56.216],669.00,578.00,691.00,674.00,686.00,578.00
2431,[01:58:56.256],674.00,674.00,694.00,693.00,697.00,578.00
2432,[01:58:56.297],683.00,578.00,667.00,681.00,689.00,578.00
2433,[01:58:56.337],678.00,578.00,686.00,695.00,682.00,554.00
2434,[01:58:56.377],678.00,527.00,672.00,683.00,686.00,578.00
2435,[01:58:56.418],675.00,663.00,702.00,688.00,692.00,578.00
2436,[01:58:56.457],699.00,529.00,667.00,688.00,679.00,565.00
2437,[01:58:56.497],693.00,530.00,683.00,693.00,703.00,578.00
2438,[01:58:56.537],685.00,578.00,677.00,675.00,670.00,578.00
2439,[01:58:56.578],682.00,578.00,692.00,688.00,698.00,578.00
2440,[01:58:56.618],675.00,526.00,684.00,677.00,691.00,558.00
2441,[01:58:56.658],684.00,578.00,682.00,691.00,672.00,578.00
2442,[01:58:56.698],699.00,674.00,685.00,692.00,680.00,578.00
2443,[01:58:56.738],674.00,523.00,696.00,684.00,683.00,549.00
2444,[01:58:56.778],662.00,529.00,683.00,678.00,687.00,565.00
2445,[01:58:56.818],674.00,530.00,672.00,689.00,676.00,578.00
2446,[01:58:56.858],689.00,525.00,686.00,677.00,680.00,568.00
2447,[01:58:56.899],677.00,675.00,681.00,694.00,680.00,548.00
2448,[01:58:56.938],685.00,578.00,676.00,678.00,699.00,578.00
2449,[01:58:56.979],689.00,578.00,697.00,687.00,685.00,578.00
2450,[01:58:57.018],21093,16268,26281,26314,32326,26498
2451,[01:58:57.059],49752,38319,49170,49285,48285,39856
2452,[01:58:57.099],49802,38158,48190,48130,41080,34095
2453,[01:58:57.139],4999.0,3741.0,686.00,682.00,683.00,578.00
2454,[01:58:57.180],680.00,578.00,686.00,674.00,686.00,578.00
2455,[01:58:57.219],682.00,578.00,670.00,688.00,686.00,566.00
2456,[01:58:57.259],671.00,578.00,697.00,684.00,672.00,578.00
2457,[01:58:57.299],696.00,530.00,682.00,694.00,679.00,554.00
2458,[01:58:57.339],691.00,578.00,680.00,683.00,690.00,572.00
2459,[01:58:57.379],684.00,520.00,667.00,694.00,687.00,578.00
2460,[01:58:57.419],682.00,578.00,671.00,679.00,674.00,578.00
2461,[01:58:57.460],687.00,513.00,681.00,684.00,692.00,559.00
2462,[01:58:57.500],686.00,578.00,669.00,687.00,676.00,560.00
2463,[01:58:57.540],688.00,578.00,686.00,680.00,687.00,578.00
2464,[01:58:57.580],677.00,513.00,664.00,694.00,684.00,578.00
2465,[01:58:57.620],672.00,527.00,673.00,674.00,688.00,571.00
2466,[01:58:57.660],682.00,578.00,697.00,677.00,700.00,578.00
2467,[01:58:57.701],681.00,524.00,680.00,688.00,690.00,575.00
2468,[01:58:57.740],675.00,531.00,685.00,684.00,684.00,578.00
2469,[01:58:57.781],676.00,578.00,691.00,671.00,688.00,572.00
2470,[01:58:57.820],696.00,578.00,695.00,688.00,675.00,547.00
2471,[01:58:57.861],665.00,578.00,669.00,679.00,687.00,549.00
2472,[01:58:57.902],688.00,674.00,681.00,671.00,681.00,578.00
2473,[01:58:57.941],683.00,522.00,673.00,694.00,681.00,556.00
2474,[01:58:57.981],688.00,578.00,671.00,694.00,682.00,578.00
2475,[01:58:58.022],24425,18907,29699,29750,35673,29183
2476,[01:58:58.061],49887,38302,49280,49118,48414,39820
2477,[01:58:58.101],49708,38029,43560,43541,36552,36677
2478,[01:58:58.142],689.00,578.00,690.00,682.00,702.00,564.00
2479,[01:58:58.182],677.00,578.00,675.00,694.00,680.00,578.00
2480,[01:58:58.222],684.00,578.00,705.00,679.00,702.00,578.00
2481,[01:58:58.262],676.00,530.00,683.00,685.00,686.00,578.00
2482,[01:58:58.302],675.00,513.00,685.00,679.00,677.00,578.00
2483,[01:58:58.342],679.00,578.00,681.00,675.00,677.00,578.00
2484,[01:58:58.382],683.00,529.00,693.00,681.00,683.00,578.00
2485,[01:58:58.422],675.00,578.00,680.00,679.00,678.00,560.00
2486,[01:58:58.463],680.00,670.00,678.00,684.00,698.00,549.00
2487,[01:58:58.503],689.00,664.00,680.00,712.00,691.00,578.00
2488,[01:58:58.543],697.00,539.00,694.00,709.00,698.00,558.00
2489,[01:58:58.583],682.00,524.00,667.00,694.00,693.00,578.00
2490,[01:58:58.623],680.00,540.00,678.00,689.00,686.00,566.00
2491,[01:58:58.664],678.00,539.00,681.00,698.00,675.00,578.00
2492,[01:58:58.703],692.00,523.00,682.00,697.00,679.00,578.00
2493,[01:58:58.743],689.00,578.00,669.00,688.00,692.00,578.00
2494,[01:58:58.784],675.00,578.00,671.00,676.00,676.00,547.00
2495,[01:58:58.823],694.00,578.00,697.00,677.00,693.00,564.00
2496,[01:58:58.864],690.00,526.00,683.00,700.00,682.00,578.00
2497,[01:58:58.904],687.00,528.00,687.00,695.00,683.00,558.00
2498,[01:58:58.944],693.00,578.00,688.00,685.00,674.00,578.00
2499,[01:58:58.984],708.00,578.00,689.00,679.00,685.00,550.00
2500,[01:58:59.024],27649,21547,32999,33089,38891,31983
2501,[01:58:59.064],49800,38301,49204,49130,48517,48604
2502,[01:58:59.104],47650,36447,41661,41242,34467,34723
2503,[01:58:59.144],692.00,528.00,682.00,680.00,686.00,565.00
2504,[01:58:59.184],688.00,534.00,683.00,685.00,696.00,578.00
2505,[01:58:59.225],666.00,578.00,677.00,688.00,685.00,556.00
2506,[01:58:59.264],685.00,578.00,693.00,684.00,692.00,578.00
2507,[01:58:59.305],696.00,529.00,695.00,680.00,668.00,578.00
2508,[01:58:59.345],679.00,537.00,691.00,688.00,687.00,578.00
2509,[01:58:59.385],689.00,530.00,690.00,682.00,680.00,574.00
2510,[01:58:59.425],678.00,536.00,688.00,716.00,680.00,566.00
2511,[01:58:59.466],692.00,519.00,687.00,694.00,699.00,578.00
2512,[01:58:59.505],688.00,675.00,703.00,677.00,674.00,578.00
2513,[01:58:59.545],710.00,578.00,706.00,682.00,682.00,578.00
2514,[01:58:59.585],694.00,578.00,677.00,686.00,689.00,578.00
2515,[01:58:59.626],688.00,541.00,685.00,679.00,682.00,553.00
2516,[01:58:59.666],674.00,535.00,671.00,690.00,672.00,569.00
2517,[01:58:59.706],683.00,578.00,693.00,687.00,696.00,568.00
2518,[01:58:59.746],688.00,578.00,695.00,697.00,678.00,578.00
2519,[01:58:59.786],681.00,533.00,683.00,691.00,696.00,558.00
2520,[01:58:59.826],681.00,524.00,674.00,673.00,687.00,553.00
2521,[01:58:59.866],690.00,528.00,700.00,685.00,700.00,566.00
2522,[01:58:59.906],678.00,578.00,690.00,679.00,682.00,578.00
2523,[01:58:59.946],688.00,524.00,699.00,681.00,672.00,561.00
2524,[01:58:59.986],678.00,578.00,691.00,695.00,692.00,575.00
2525,[01:59:00.027],31123,24170,36402,36326,42119,34693
2526,[01:59:00.067],49732,38339,49187,49143,48226,48552
2527,[01:59:00.107],43156,32964,37041,37001,30089,24930
2528,[01:59:00.147],702.00,524.00,682.00,675.00,690.00,561.00
2529,[01:59:00.187],687.00,529.00,673.00,677.00,684.00,569.00
2530,[01:59:00.227],708.00,519.00,684.00,686.00,675.00,578.00
2531,[01:59:00.267],680.00,578.00,685.00,683.00,685.00,568.00
2532,[01:59:00.307],681.00,529.00,687.00,677.00,694.00,570.00
2533,[01:59:00.348],681.00,531.00,671.00,680.00,664.00,578.00
2534,[01:59:00.388],687.00,662.00,670.00,680.00,693.00,578.00
2535,[01:59:00.428],687.00,664.00,684.00,678.00,697.00,561.00
2536,[01:59:00.468],696.00,535.00,678.00,682.00,687.00,565.00
2537,[01:59:00.508],680.00,578.00,681.00,688.00,670.00,578.00
2538,[01:59:00.548],679.00,673.00,691.00,676.00,694.00,578.00
2539,[01:59:00.588],686.00,578.00,697.00,683.00,681.00,578.00
2540,[01:59:00.628],672.00,578.00,677.00,688.00,684.00,578.00
2541,[01:59:00.668],675.00,578.00,681.00,677.00,681.00,578.00
2542,[01:59:00.708],686.00,578.00,686.00,694.00,693.00,578.00
2543,[01:59:00.749],661.00,530.00,670.00,680.00,690.00,578.00
2544,[01:59:00.789],676.00,526.00,688.00,672.00,690.00,563.00
2545,[01:59:00.829],685.00,578.00,680.00,688.00,681.00,575.00
2546,[01:59:00.869],694.00,578.00,691.00,688.00,689.00,565.00
2547,[01:59:00.909],684.00,673.00,693.00,682.00,687.00,578.00
2548,[01:59:00.949],700.00,543.00,688.00,678.00,686.00,568.00
2549,[01:59:00.989],696.00,578.00,689.00,681.00,686.00,541.00
2550,[01:59:01.029],34490,26659,39714,39559,45479,37321
2551,[01:59:01.069],49906,38230,49222,49155,48516,48325
2552,[01:59:01.110],41019,31417,34974,35258,28180,23313
2553,[01:59:01.150],685.00,529.00,693.00,684.00,685.00,578.00
2554,[01:59:01.190],689.00,578.00,678.00,698.00,691.00,578.00
2555,[01:59:01.230],673.00,528.00,684.00,677.00,687.00,560.00
2556,[01:59:01.270],688.00,578.00,688.00,688.00,676.00,578.00
2557,[01:59:01.310],695.00,530.00,677.00,684.00,692.00,578.00
2558,[01:59:01.351],695.00,530.00,691.00,672.00,686.00,564.00
2559,[01:59:01.390],697.00,578.00,686.00,688.00,692.00,578.00
2560,[01:59:01.431],688.00,538.00,687.00,686.00,685.00,565.00
2561,[01:59:01.471],674.00,578.00,683.00,702.00,689.00,568.00
2562,[01:59:01.511],689.00,528.00,671.00,688.00,682.00,558.00
2563,[01:59:01.551],706.00,531.00,684.00,675.00,694.00,573.00
2564,[01:59:01.591],682.00,578.00,667.00,688.00,689.00,578.00
2565,[01:59:01.631],701.00,578.00,691.00,666.00,678.00,569.00
2566,[01:59:01.671],687.00,578.00,690.00,689.00,694.00,578.00
2567,[01:59:01.711],690.00,578.00,688.00,695.00,672.00,578.00
2568,[01:59:01.751],679.00,673.00,692.00,693.00,678.00,578.00
2569,[01:59:01.791],687.00,524.00,679.00,677.00,696.00,578.00
2570,[01:59:01.832],695.00,673.00,693.00,687.00,676.00,578.00
2571,[01:59:01.872],678.00,671.00,676.00,688.00,694.00,578.00
2572,[01:59:01.912],691.00,527.00,678.00,673.00,701.00,578.00
2573,[01:59:01.952],687.00,534.00,686.00,681.00,670.00,578.00
2574,[01:59:01.992],682.00,578.00,681.00,692.00,798.00,690.00
2575,[01:59:02.033],37908,29261,43045,42990,48591,39889
2576,[01:59:02.072],49778,38169,49308,49276,48343,39953
2577,[01:59:02.112],36628,27791,30503,30485,23626,19652
2578,[01:59:02.153],684.00,528.00,687.00,683.00,682.00,578.00
2579,[01:59:02.193],678.00,523.00,688.00,680.00,691.00,573.00
2580,[01:59:02.233],681.00,578.00,695.00,694.00,695.00,558.00
2581,[01:59:02.273],684.00,667.00,688.00,691.00,677.00,578.00
2582,[01:59:02.313],685.00,519.00,685.00,679.00,685.00,578.00
2583,[01:59:02.353],673.00,532.00,677.00,682.00,689.00,578.00
2584,[01:59:02.393],673.00,578.00,704.00,683.00,684.00,569.00
2585,[01:59:02.433],688.00,578.00,687.00,684.00,699.00,578.00
2586,[01:59:02.473],682.00,578.00,687.00,681.00,701.00,578.00
2587,[01:59:02.514],678.00,529.00,684.00,683.00,708.00,578.00
2588,[01:59:02.554],676.00,578.00,697.00,691.00,682.00,563.00
2589,[01:59:02.594],706.00,578.00,681.00,691.00,696.00,578.00
2590,[01:59:02.635],705.00,578.00,696.00,687.00,689.00,578.00
2591,[01:59:02.674],701.00,534.00,698.00,687.00,677.00,578.00
2592,[01:59:02.714],673.00,537.00,695.00,679.00,697.00,578.00
2593,[01:59:02.754],698.00,522.00,683.00,688.00,686.00,565.00
2594,[01:59:02.795],680.00,578.00,671.00,687.00,684.00,564.00
2595,[01:59:02.834],696.00,578.00,689.00,692.00,688.00,578.00
2596,[01:59:02.875],690.00,578.00,686.00,689.00,678.00,578.00
2597,[01:59:02.915],707.00,578.00,696.00,688.00,689.00,578.00
2598,[01:59:02.955],672.00,669.00,701.00,688.00,665.00,578.00
2599,[01:59:02.995],672.00,664.00,689.00,692.00,4002.0,3195.0
2600,[01:59:03.035],41223,31935,46325,46349,48498,39960
2601,[01:59:03.075],49642,38268,49130,49064,48337,39874
2602,[01:59:03.115],33164,25381,27318,27171,20418,16889
2603,[01:59:03.155],672.00,578.00,685.00,688.00,678.00,578.00
2604,[01:59:03.195],684.00,578.00,682.00,675.00,693.00,578.00
2605,[01:59:03.235],689.00,578.00,690.00,682.00,673.00,562.00
2606,[01:59:03.276],679.00,578.00,689.00,691.00,672.00,578.00
2607,[01:59:03.316],702.00,578.00,686.00,696.00,684.00,578.00
2608,[01:59:03.356],685.00,533.00,690.00,695.00,676.00,562.00
2609,[01:59:03.396],684.00,535.00,685.00,683.00,711.00,558.00
2610,[01:59:03.436],688.00,578.00,682.00,689.00,689.00,558.00
2611,[01:59:03.476],686.00,522.00,677.00,686.00,692.00,566.00
2612,[01:59:03.517],670.00,578.00,673.00,688.00,688.00,578.00
2613,[01:59:03.557],692.00,534.00,690.00,683.00,672.00,585.00
2614,[01:59:03.597],682.00,524.00,673.00,679.00,695.00,567.00
2615,[01:59:03.637],682.00,578.00,692.00,686.00,677.00,578.00
2616,[01:59:03.677],677.00,538.00,695.00,678.00,691.00,556.00
2617,[01:59:03.717],666.00,518.00,696.00,683.00,689.00,578.00
2618,[01:59:03.757],704.00,578.00,698.00,692.00,704.00,573.00
2619,[01:59:03.797],687.00,530.00,693.00,687.00,675.00,578.00
2620,[01:59:03.837],693.00,530.00,704.00,685.00,689.00,561.00
2621,[01:59:03.877],667.00,667.00,687.00,676.00,687.00,578.00
2622,[01:59:03.917],681.00,531.00,674.00,688.00,683.00,565.00
2623,[01:59:03.957],663.00,578.00,672.00,679.00,694.00,553.00
2624,[01:59:03.997],670.00,537.00,952.00,1015.0,7265.0,6369.0
2625,[01:59:04.038],44834,34498,49230,49325,48407,39873
2626,[01:59:04.078],49674,38466,49191,49271,48423,48441
2627,[01:59:04.118],29841,22736,23946,23799,17254,14289
2628,[01:59:04.158],700.00,578.00,688.00,685.00,681.00,578.00
2629,[01:59:04.198],676.00,578.00,681.00,677.00,683.00,560.00
2630,[01:59:04.238],684.00,519.00,687.00,673.00,681.00,561.00
2631,[01:59:04.278],689.00,578.00,680.00,686.00,674.00,578.00
2632,[01:59:04.318],670.00,538.00,684.00,680.00,691.00,578.00
2633,[01:59:04.359],681.00,526.00,684.00,681.00,695.00,566.00
2634,[01:59:04.399],682.00,578.00,700.00,695.00,673.00,578.00
2635,[01:59:04.439],686.00,541.00,698.00,681.00,683.00,554.00
2636,[01:59:04.479],675.00,528.00,685.00,670.00,693.00,578.00
2637,[01:59:04.519],680.00,534.00,679.00,683.00,681.00,563.00
2638,[01:59:04.559],675.00,578.00,688.00,683.00,690.00,578.00
